[ 5941.758501] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6061.934059] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6061.950076] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6061.966089] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6061.982106] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6061.998124] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.014149] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.030184] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.046193] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.062204] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.078233] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.094252] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.110277] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.126307] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.142326] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.158347] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.174380] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.190398] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.206408] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.222438] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.238475] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.254484] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.270505] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.286530] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.302554] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.318566] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.334577] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.350589] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.366604] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.382629] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.398663] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.414700] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.430729] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.446751] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.462764] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.478795] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.494815] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.510849] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.526868] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.542888] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.558898] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.574916] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.590949] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.606971] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.622987] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.638992] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.655019] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.671052] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.687077] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.703099] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.719135] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.735155] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.751175] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.767206] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.783234] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.799242] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.815278] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.831311] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.847320] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.863332] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.870322] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6062696502723
[ 6062.879347] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.895377] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.911406] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.927435] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.943463] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.959488] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.975522] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6062.991528] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.007551] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.023587] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.039600] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.055620] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.071629] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.087649] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.103657] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.116410] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6062942590915
[ 6063.116441] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6062942622142
[ 6063.119674] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.120515] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6062946695664
[ 6063.135783] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.151802] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.167835] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.183854] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.199883] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.215914] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.231930] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.247935] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.263963] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.279998] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.296013] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.312021] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.328031] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.344124] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.357947] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6063184128255
[ 6063.360158] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.376174] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.392181] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.408210] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.424238] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.440264] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.456288] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.472316] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.488347] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.504356] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.520360] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.536373] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.552389] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.568400] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.584424] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.600450] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.616474] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.632480] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.648585] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.664610] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.680753] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.696769] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.712785] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.728810] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.744826] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.760836] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.776861] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.792872] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.808899] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.824927] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.840960] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.856978] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.873068] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.889091] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.905100] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.905973] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6063732154041
[ 6063.921118] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.937152] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.953167] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.969182] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6063.982786] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6063808966582
[ 6063.985201] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.001229] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.017252] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.033270] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.049278] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.065312] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.081326] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.097336] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.113349] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.129354] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.145383] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.161402] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.177426] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.193453] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.209462] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.221949] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6064048129928
[ 6064.225483] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.241495] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.257521] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.273536] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.289564] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.341430] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.357456] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.373474] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.389488] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.405512] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.421538] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.437556] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.453566] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.469572] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.485586] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.501611] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.517620] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.533653] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.549662] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.566640] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.582652] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.598681] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.614713] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.630741] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.646750] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.662786] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.678822] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.694830] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.710852] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.726875] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.742891] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.758921] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.774941] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.790965] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.806985] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.823005] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.839027] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.855057] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.871068] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.887094] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.903108] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.919117] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.935127] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.951129] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.967140] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.983166] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6064.999192] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.015216] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.031239] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.047266] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.063276] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.079293] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.095309] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.111322] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.127334] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.143339] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.159360] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.175398] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.191425] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.207439] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.223473] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.239500] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.255516] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.271540] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.287563] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.341528] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.357614] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.373619] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.389642] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.405662] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.421689] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.437700] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.453710] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.469743] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.485759] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.501771] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.517781] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.533811] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.549843] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.565863] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.581896] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.597930] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.614042] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.630059] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.646090] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.662101] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.678133] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.694148] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.710159] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.726190] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.742223] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.758240] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.774248] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.790275] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.806299] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.822323] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.838349] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.854373] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.870377] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.886385] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.902409] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.918418] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.921969] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065748149425
[ 6065.932780] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065758960516
[ 6065.932801] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065758982202
[ 6065.932950] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065759130474
[ 6065.934424] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.950443] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.961286] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065787466838
[ 6065.961427] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065787607760
[ 6065.966479] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.982485] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6065.998510] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.014534] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.030555] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.033957] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6065860137860
[ 6066.046591] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.062614] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.078643] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.094657] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.110666] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.126695] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.142708] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.158726] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.174763] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.190794] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.206808] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.222838] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.238861] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.254882] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.270890] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.286926] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.307552] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.323574] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.339604] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.355635] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.371663] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.387691] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.403708] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.419735] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.435754] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.451785] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.467815] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.483825] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.499832] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.515860] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.531893] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.547916] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.555883] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6066382064232
[ 6066.563942] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.579977] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.595986] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.612013] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.628020] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.644059] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.660068] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.676090] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.692111] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.708153] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.724187] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.740212] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.756227] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.772235] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.788268] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.804284] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.820305] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.836330] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.852353] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.868377] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.884399] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.900417] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6066.916425] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
